航线,风速下限,风速上限,浪向,浪高下限,预报时段起,浪高上限,风向,预报时段止
深圳机场到香港机场,3,3,东,0.1,"2021-04-29 08:00:00",0.4,东,"2021-04-30 08:00:00"
深圳蛇口到珠海九洲,3,3,东,0.2,"2021-04-30 08:00:00",0.6,东北,"2021-05-01 08:00:00"
深圳机场到香港机场,3,3,东,0.1,"2021-04-30 08:00:00",0.4,东北,"2021-05-01 08:00:00"
深圳蛇口到珠海九洲,3,4,东,0.3,"2021-04-29 08:00:00",0.7,东北,"2021-04-30 08:00:00"
深圳机场到香港机场,3,4,东,0.2,"2021-04-29 08:00:00",0.5,东北,"2021-04-30 08:00:00"
深圳蛇口到珠海九洲,2,3,东,0.3,"2021-05-01 08:00:00",0.6,东南,"2021-05-02 08:00:00"
深圳机场到香港机场,2,3,东,0.2,"2021-05-01 08:00:00",0.4,东南,"2021-05-02 08:00:00"
深圳蛇口到珠海九洲,2,3,东,0.3,"2021-04-30 08:00:00",0.6,东北,"2021-05-01 08:00:00"
深圳机场到香港机场,2,3,东,0.2,"2021-04-30 08:00:00",0.4,东南,"2021-05-01 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-01 08:00:00",0.9,南,"2021-06-02 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-02 08:00:00",0.8,南,"2021-06-03 08:00:00"
深圳机场到香港机场,3,4,南,0.3,"2021-06-01 08:00:00",0.8,南,"2021-06-02 08:00:00"
深圳机场到香港机场,3,4,南,0.3,"2021-06-02 08:00:00",0.7,南,"2021-06-03 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.2,"2021-06-03 08:00:00",0.6,南,"2021-06-04 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-03 08:00:00",0.5,南,"2021-06-04 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.2,"2021-06-02 08:00:00",0.7,南,"2021-06-03 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-02 08:00:00",0.6,南,"2021-06-03 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.1,"2021-06-04 08:00:00",0.8,西南,"2021-06-05 08:00:00"
深圳机场到香港机场,3,4,西南,0.1,"2021-06-04 08:00:00",0.6,西南,"2021-06-05 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.1,"2021-06-03 08:00:00",0.6,西南,"2021-06-04 08:00:00"
深圳机场到香港机场,3,4,西南,0.1,"2021-06-03 08:00:00",0.4,西南,"2021-06-04 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-05 08:00:00",0.7,南,"2021-06-06 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-06-05 08:00:00",0.6,南,"2021-06-06 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.2,"2021-06-04 08:00:00",0.8,西南,"2021-06-05 08:00:00"
深圳机场到香港机场,3,4,西南,0.1,"2021-06-04 08:00:00",0.6,西南,"2021-06-05 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-06 08:00:00",0.7,南,"2021-06-07 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-06-06 08:00:00",0.6,南,"2021-06-07 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.1,"2021-06-07 08:00:00",0.6,南,"2021-06-08 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.1,"2021-06-08 08:00:00",0.7,南,"2021-06-09 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-07 08:00:00",0.5,南,"2021-06-08 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-08 08:00:00",0.6,南,"2021-06-09 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.1,"2021-06-09 08:00:00",0.6,南,"2021-06-10 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-09 08:00:00",0.5,南,"2021-06-10 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.1,"2021-06-08 08:00:00",0.5,南,"2021-06-09 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-08 08:00:00",0.4,南,"2021-06-09 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.1,"2021-06-09 08:00:00",0.6,南,"2021-06-10 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-09 08:00:00",0.5,南,"2021-06-10 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.1,"2021-06-08 08:00:00",0.5,南,"2021-06-09 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-08 08:00:00",0.4,南,"2021-06-09 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.1,"2021-06-09 08:00:00",0.5,南,"2021-06-10 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-09 08:00:00",0.4,南,"2021-06-10 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.1,"2021-06-10 08:00:00",0.5,南,"2021-06-11 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-10 08:00:00",0.4,南,"2021-06-11 08:00:00"
深圳蛇口到珠海九洲,3,4,东南,0.1,"2021-06-10 08:00:00",0.6,东南,"2021-06-11 08:00:00"
深圳机场到香港机场,3,4,东南,0.1,"2021-06-10 08:00:00",0.5,东南,"2021-06-11 08:00:00"
深圳蛇口到珠海九洲,3,4,东南,0.1,"2021-06-11 08:00:00",0.7,东南,"2021-06-12 08:00:00"
深圳机场到香港机场,3,4,东南,0.1,"2021-06-11 08:00:00",0.6,东南,"2021-06-12 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-13 08:00:00",0.7,南,"2021-06-14 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-06-13 08:00:00",0.6,南,"2021-06-14 08:00:00"
深圳蛇口到珠海九洲,3,4,东南,0.1,"2021-06-11 08:00:00",0.6,东南,"2021-06-12 08:00:00"
深圳机场到香港机场,3,4,东南,0.1,"2021-06-11 08:00:00",0.5,东南,"2021-06-12 08:00:00"
深圳蛇口到珠海九洲,4,5,南,0.5,"2021-06-12 08:00:00",1,南,"2021-06-13 08:00:00"
深圳机场到香港机场,4,5,南,0.5,"2021-06-12 08:00:00",0.9,南,"2021-06-13 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.4,"2021-06-14 08:00:00",0.9,南,"2021-06-15 08:00:00"
深圳机场到香港机场,3,4,南,0.3,"2021-06-14 08:00:00",0.6,南,"2021-06-15 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-15 08:00:00",0.8,南,"2021-06-16 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-06-15 08:00:00",0.5,南,"2021-06-16 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.2,"2021-06-15 08:00:00",0.6,西南,"2021-06-16 08:00:00"
深圳机场到香港机场,3,4,西南,0.1,"2021-06-15 08:00:00",0.5,西南,"2021-06-16 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.2,"2021-06-16 08:00:00",0.6,西南,"2021-06-17 08:00:00"
深圳机场到香港机场,3,4,西南,0.1,"2021-06-16 08:00:00",0.5,西南,"2021-06-17 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-17 08:00:00",0.7,西南,"2021-06-18 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-06-17 08:00:00",0.4,西南,"2021-06-18 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-16 08:00:00",0.8,西南,"2021-06-17 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-06-16 08:00:00",0.4,西南,"2021-06-17 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.2,"2021-06-17 08:00:00",0.7,西南,"2021-06-18 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-17 08:00:00",0.6,西南,"2021-06-18 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.2,"2021-06-18 08:00:00",0.7,西南,"2021-06-19 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-18 08:00:00",0.6,西南,"2021-06-19 08:00:00"
深圳蛇口到珠海九洲,4,5,南,0.4,"2021-06-20 08:00:00",1.1,南,"2021-06-21 08:00:00"
深圳机场到香港机场,4,5,南,0.4,"2021-06-20 08:00:00",0.8,南,"2021-06-21 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.4,"2021-06-19 08:00:00",0.8,南,"2021-06-20 08:00:00"
深圳机场到香港机场,3,4,南,0.3,"2021-06-19 08:00:00",0.7,南,"2021-06-20 08:00:00"
深圳蛇口到珠海九洲,4,5,南,0.4,"2021-06-21 08:00:00",1.1,南,"2021-06-22 08:00:00"
深圳机场到香港机场,4,5,南,0.4,"2021-06-21 08:00:00",0.8,南,"2021-06-22 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.2,"2021-06-18 08:00:00",0.7,西南,"2021-06-19 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-18 08:00:00",0.6,西南,"2021-06-19 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.2,"2021-06-22 08:00:00",0.8,西南,"2021-06-23 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-22 08:00:00",0.7,西南,"2021-06-23 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.2,"2021-06-21 08:00:00",0.7,西南,"2021-06-22 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-21 08:00:00",0.6,西南,"2021-06-22 08:00:00"
深圳蛇口到珠海九洲,4,5,西南,0.3,"2021-06-22 08:00:00",0.9,西南,"2021-06-23 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-22 08:00:00",0.7,西南,"2021-06-23 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.3,"2021-06-23 08:00:00",0.9,西南,"2021-06-24 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-23 08:00:00",0.7,西南,"2021-06-24 08:00:00"
深圳蛇口到珠海九洲,4,5,西南,0.3,"2021-06-22 08:00:00",0.9,西南,"2021-06-23 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-22 08:00:00",0.7,西南,"2021-06-23 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.3,"2021-06-23 08:00:00",0.9,西南,"2021-06-24 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-23 08:00:00",0.7,西南,"2021-06-24 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.2,"2021-06-24 08:00:00",0.7,南,"2021-06-25 08:00:00"
深圳蛇口到珠海九洲,2,3,南,0.3,"2021-06-25 08:00:00",0.6,南,"2021-06-26 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-24 08:00:00",0.6,南,"2021-06-25 08:00:00"
深圳机场到香港机场,2,3,南,0.1,"2021-06-25 08:00:00",0.5,南,"2021-06-26 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-26 08:00:00",0.7,南,"2021-06-27 08:00:00"
深圳机场到香港机场,3,4,南,0.3,"2021-06-26 08:00:00",0.6,南,"2021-06-27 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.2,"2021-06-25 08:00:00",0.7,南,"2021-06-26 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-06-25 08:00:00",0.5,南,"2021-06-26 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-27 08:00:00",0.6,西南,"2021-06-28 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-06-27 08:00:00",0.6,西南,"2021-06-28 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-06-28 08:00:00",0.7,西南,"2021-06-29 08:00:00"
深圳机场到香港机场,3,4,南,0.3,"2021-06-28 08:00:00",0.6,西南,"2021-06-29 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.2,"2021-06-28 08:00:00",0.7,西南,"2021-06-29 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-28 08:00:00",0.6,西南,"2021-06-29 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.2,"2021-06-29 08:00:00",0.7,西南,"2021-06-30 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-29 08:00:00",0.6,西南,"2021-06-30 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.3,"2021-06-30 08:00:00",0.7,西南,"2021-07-01 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-30 08:00:00",0.6,西南,"2021-07-01 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.3,"2021-06-29 08:00:00",0.7,西南,"2021-06-30 08:00:00"
深圳机场到香港机场,3,4,西南,0.2,"2021-06-29 08:00:00",0.6,西南,"2021-06-30 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.1,"2021-07-01 08:00:00",0.8,西南,"2021-07-02 08:00:00"
深圳机场到香港机场,3,4,西南,0.1,"2021-07-01 08:00:00",0.7,西南,"2021-07-02 08:00:00"
深圳蛇口到珠海九洲,3,4,西南,0.1,"2021-06-30 08:00:00",0.8,西南,"2021-07-01 08:00:00"
深圳机场到香港机场,3,4,西南,0.1,"2021-06-30 08:00:00",0.7,西南,"2021-07-01 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-07-01 08:00:00",0.8,南,"2021-07-02 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-07-01 08:00:00",0.7,南,"2021-07-02 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-07-02 08:00:00",0.7,南,"2021-07-03 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-07-02 08:00:00",0.6,南,"2021-07-03 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-07-05 08:00:00",0.7,南,"2021-07-06 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-07-05 08:00:00",0.6,南,"2021-07-06 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-07-04 08:00:00",0.7,南,"2021-07-05 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-07-04 08:00:00",0.6,南,"2021-07-05 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.1,"2021-07-02 08:00:00",0.7,南,"2021-07-03 08:00:00"
深圳机场到香港机场,3,4,南,0.1,"2021-07-02 08:00:00",0.6,南,"2021-07-03 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-07-03 08:00:00",0.7,南,"2021-07-04 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-07-03 08:00:00",0.6,南,"2021-07-04 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.2,"2021-07-05 08:00:00",0.7,南,"2021-07-06 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-07-05 08:00:00",0.6,南,"2021-07-06 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.2,"2021-07-06 08:00:00",0.7,南,"2021-07-07 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-07-06 08:00:00",0.6,南,"2021-07-07 08:00:00"
深圳蛇口到珠海九洲,4,5,东南,0.2,"2021-07-06 08:00:00",0.7,东南,"2021-07-07 08:00:00"
深圳机场到香港机场,4,5,东南,0.2,"2021-07-06 08:00:00",0.6,东南,"2021-07-07 08:00:00"
深圳蛇口到珠海九洲,4,5,东南,0.2,"2021-07-07 08:00:00",0.7,东南,"2021-07-08 08:00:00"
深圳机场到香港机场,4,5,东南,0.2,"2021-07-07 08:00:00",0.6,东南,"2021-07-08 08:00:00"
深圳蛇口到珠海九洲,2,3,东南,0.1,"2021-07-09 08:00:00",0.6,东南,"2021-07-10 08:00:00"
深圳机场到香港机场,2,3,东南,0.1,"2021-07-09 08:00:00",0.5,东南,"2021-07-10 08:00:00"
深圳蛇口到珠海九洲,4,5,东南,0.1,"2021-07-07 08:00:00",0.6,东南,"2021-07-08 08:00:00"
深圳机场到香港机场,3,4,东南,0.1,"2021-07-07 08:00:00",0.5,东南,"2021-07-08 08:00:00"
深圳蛇口到珠海九洲,3,4,东南,0.1,"2021-07-08 08:00:00",0.6,东南,"2021-07-09 08:00:00"
深圳机场到香港机场,3,4,东南,0.1,"2021-07-08 08:00:00",0.5,东南,"2021-07-09 08:00:00"
深圳蛇口到珠海九洲,2,3,南,0.1,"2021-07-09 08:00:00",0.6,南,"2021-07-10 08:00:00"
深圳机场到香港机场,2,3,南,0.1,"2021-07-09 08:00:00",0.5,南,"2021-07-10 08:00:00"
深圳蛇口到珠海九洲,2,3,南东南,0.3,"2021-07-10 08:00:00",0.7,东南,"2021-07-11 08:00:00"
深圳机场到香港机场,2,3,南东南,0.2,"2021-07-10 08:00:00",0.6,东南,"2021-07-11 08:00:00"
深圳蛇口到珠海九洲,2,3,南东南,0.3,"2021-07-11 08:00:00",0.7,东南,"2021-07-12 08:00:00"
深圳机场到香港机场,2,3,南东南,0.2,"2021-07-11 08:00:00",0.6,东南,"2021-07-12 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-07-12 08:00:00",0.7,东南,"2021-07-13 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-07-12 08:00:00",0.6,东南,"2021-07-13 08:00:00"
深圳蛇口到珠海九洲,3,4,南,0.3,"2021-07-11 08:00:00",0.7,东南,"2021-07-12 08:00:00"
深圳机场到香港机场,3,4,南,0.2,"2021-07-11 08:00:00",0.6,东南,"2021-07-12 08:00:00"
深圳蛇口到珠海九洲,2,3,南,0.2,"2021-07-13 08:00:00",0.7,南,"2021-07-14 08:00:00"
深圳机场到香港机场,2,3,南,0.2,"2021-07-13 08:00:00",0.6,南,"2021-07-14 08:00:00"
深圳蛇口到珠海九洲,2,3,南,0.2,"2021-07-12 08:00:00",0.7,南,"2021-07-13 08:00:00"
深圳机场到香港机场,2,3,南,0.2,"2021-07-12 08:00:00",0.6,南,"2021-07-13 08:00:00"
